projname,teamname,environment,region,date_of_build,duration,status,log_on,log_off
proj18,team18,stg,APAC,30/01/2024,2919,Success,04/07/2024 13:59:04,04/07/2024 14:16:26
proj4,team5,prod,AMER,08/05/2024,1524,Success,05/07/2024 13:05:53,05/07/2024 13:57:41
proj6,team15,stg,AMER,08/04/2024,3545,Failure,06/07/2024 13:06:04,06/07/2024 13:53:37
proj834,team9,prod,AMER,23/01/2024,3650,Success,07/07/2024 13:14:12,07/07/2024 13:37:00
proj536,team5,stg,EMEA,21/05/2024,420,Failure,08/07/2024 13:49:32,08/07/2024 13:52:30
proj7,team7,dev,AMER,11/02/2024,212,Failure,09/07/2024 14:14:06,09/07/2024 14:20:59
proj141,team20,dev,EMEA,25/03/2024,293,Success,10/07/2024 13:57:21,10/07/2024 14:07:59
proj21,team4,dev,AMER,21/05/2024,3763,Failure,11/07/2024 13:28:08,11/07/2024 13:42:06
proj6,team9,dev,EMEA,10/05/2024,1392,Failure,12/07/2024 13:57:15,12/07/2024 14:04:36
proj81,team2,dev,EMEA,10/02/2024,3974,Success,13/07/2024 13:31:59,13/07/2024 13:43:12
proj3,team8,dev,AMER,05/03/2024,1746,Failure,14/07/2024 13:17:49,14/07/2024 13:37:01
proj54,team15,stg,APAC,22/01/2024,1832,Failure,15/07/2024 14:04:02,15/07/2024 14:11:59
proj15,team11,dev,APAC,04/07/2024,1700,Failure,16/07/2024 13:47:20,16/07/2024 13:51:46
proj20,team13,stg,EMEA,09/04/2024,1355,Success,17/07/2024 13:57:30,17/07/2024 14:04:31
proj23,team15,stg,EMEA,15/02/2024,2533,Success,18/07/2024 13:08:07,18/07/2024 13:51:52
proj3,team12,prod,APAC,17/02/2024,739,Success,19/07/2024 13:31:24,19/07/2024 14:02:11
proj059,team12,dev,APAC,29/06/2024,1630,Success,20/07/2024 13:46:57,20/07/2024 14:17:53
proj57,team17,prod,APAC,11/01/2024,2454,Failure,27/06/2024 13:31:35,27/06/2024 13:59:25
proj233,team17,prod,APAC,27/01/2024,930,Failure,28/06/2024 13:21:53,28/06/2024 14:11:02
proj5,team18,stg,AMER,02/03/2024,3854,Success,29/06/2024 13:39:33,29/06/2024 13:47:38
proj259,team19,stg,AMER,23/06/2024,1421,Success,30/06/2024 14:15:22,30/06/2024 14:30:56
proj29,team4,prod,AMER,02/04/2024,134,Success,01/07/2024 13:34:45,01/07/2024 13:40:58
proj7,team17,stg,APAC,28/06/2024,565,Failure,02/07/2024 13:20:35,02/07/2024 13:42:56
proj157,team7,dev,APAC,07/04/2024,1158,Success,03/07/2024 13:13:10,03/07/2024 14:00:51
proj614,team1,dev,EMEA,30/05/2024,1843,Success,04/07/2024 14:11:11,04/07/2024 14:24:12
proj6,team15,stg,EMEA,10/04/2024,1692,Failure,05/07/2024 13:03:04,05/07/2024 13:35:22
proj1,team15,dev,APAC,18/03/2024,3268,Failure,06/07/2024 13:14:59,06/07/2024 13:42:17
proj59,team20,prod,EMEA,05/06/2024,1741,Failure,07/07/2024 13:14:55,07/07/2024 13:54:21
proj1,team16,prod,APAC,23/04/2024,2104,Failure,08/07/2024 13:24:08,08/07/2024 13:38:19
proj320,team18,stg,APAC,03/06/2024,3166,Success,09/07/2024 14:23:00,09/07/2024 14:33:42
proj4,team10,prod,AMER,12/04/2024,3610,Success,10/07/2024 12:58:51,10/07/2024 13:46:57
proj753,team19,stg,APAC,12/04/2024,3624,Failure,11/07/2024 13:53:04,11/07/2024 14:16:34
proj947,team2,stg,AMER,19/03/2024,2394,Success,12/07/2024 13:24:25,12/07/2024 14:11:50
proj345,team6,stg,AMER,28/04/2024,1222,Success,13/07/2024 12:57:42,13/07/2024 13:48:48
proj05,team7,dev,AMER,28/02/2024,1359,Failure,14/07/2024 14:02:44,14/07/2024 14:21:23
proj715,team16,prod,APAC,03/03/2024,1619,Failure,15/07/2024 14:17:45,15/07/2024 14:30:54
proj941,team12,stg,EMEA,09/01/2024,997,Failure,16/07/2024 13:02:13,16/07/2024 13:34:49
proj9,team14,prod,AMER,10/02/2024,3279,Success,17/07/2024 13:35:49,17/07/2024 14:12:17
proj419,team5,dev,AMER,30/03/2024,452,Success,18/07/2024 13:54:26,18/07/2024 14:27:57
proj26,team18,dev,AMER,20/01/2024,2232,Success,19/07/2024 14:15:50,19/07/2024 14:20:29
proj297,team12,stg,EMEA,27/02/2024,3761,Success,20/07/2024 13:18:03,20/07/2024 14:12:10
proj1,team17,stg,APAC,06/07/2024,3256,Failure,27/06/2024 13:36:57,27/06/2024 13:52:56
proj008,team13,stg,AMER,24/01/2024,479,Failure,28/06/2024 13:39:27,28/06/2024 13:43:56
proj635,team13,stg,EMEA,25/03/2024,1091,Success,29/06/2024 13:46:43,29/06/2024 13:54:14
proj39,team17,prod,AMER,03/07/2024,993,Success,30/06/2024 13:28:49,30/06/2024 13:58:00
proj072,team14,stg,EMEA,05/02/2024,3359,Failure,01/07/2024 13:41:08,01/07/2024 14:32:37
proj62,team12,stg,AMER,18/04/2024,566,Failure,02/07/2024 13:12:06,02/07/2024 13:36:29
proj77,team12,dev,EMEA,11/02/2024,1287,Failure,03/07/2024 13:59:19,03/07/2024 14:25:10
proj4,team18,stg,AMER,26/06/2024,3485,Failure,04/07/2024 13:48:51,04/07/2024 13:58:27
proj423,team20,prod,AMER,06/06/2024,3256,Failure,05/07/2024 13:21:51,05/07/2024 14:04:47
proj77,team14,prod,AMER,25/05/2024,1154,Success,06/07/2024 14:07:41,06/07/2024 14:13:04
proj74,team15,stg,AMER,28/02/2024,3062,Failure,07/07/2024 13:48:01,07/07/2024 14:02:34
proj7,team5,dev,AMER,10/02/2024,351,Failure,08/07/2024 13:43:24,08/07/2024 14:15:09
proj92,team19,dev,APAC,30/01/2024,1608,Failure,09/07/2024 14:00:21,09/07/2024 14:19:04
proj6,team2,prod,AMER,12/04/2024,2293,Success,10/07/2024 13:54:52,10/07/2024 14:33:21
proj309,team5,stg,APAC,11/05/2024,2485,Success,11/07/2024 13:34:36,11/07/2024 14:09:19
proj581,team8,stg,APAC,30/05/2024,2401,Success,12/07/2024 13:28:47,12/07/2024 14:00:52
proj7,team5,prod,EMEA,01/06/2024,1993,Success,13/07/2024 13:16:02,13/07/2024 13:39:19
proj48,team17,prod,EMEA,07/07/2024,3969,Success,14/07/2024 13:35:09,14/07/2024 13:44:28
proj03,team1,dev,EMEA,24/04/2024,229,Failure,15/07/2024 13:29:45,15/07/2024 13:38:10
proj38,team8,stg,EMEA,02/06/2024,1931,Success,16/07/2024 14:03:10,16/07/2024 14:05:40
proj5,team13,prod,AMER,20/05/2024,2898,Failure,17/07/2024 12:59:00,17/07/2024 13:50:52
proj687,team2,dev,EMEA,14/06/2024,3232,Failure,18/07/2024 13:55:49,18/07/2024 14:32:21
proj909,team19,stg,EMEA,21/02/2024,2266,Failure,19/07/2024 14:13:02,19/07/2024 14:26:54
proj217,team10,prod,APAC,02/03/2024,3101,Success,20/07/2024 13:46:26,20/07/2024 14:18:28
proj7,team4,dev,EMEA,21/05/2024,1207,Success,27/06/2024 14:10:28,27/06/2024 14:29:55
proj83,team13,stg,EMEA,13/06/2024,1434,Success,28/06/2024 13:06:19,28/06/2024 14:04:26
proj29,team14,stg,AMER,05/02/2024,1997,Success,29/06/2024 13:59:36,29/06/2024 14:09:45
proj236,team15,stg,EMEA,17/03/2024,2137,Failure,30/06/2024 13:36:56,30/06/2024 13:42:32
proj123,team8,prod,APAC,20/02/2024,901,Success,01/07/2024 13:57:28,01/07/2024 14:23:03
proj096,team14,dev,APAC,04/03/2024,3958,Failure,02/07/2024 13:48:18,02/07/2024 14:08:38
proj863,team9,prod,AMER,13/06/2024,615,Success,03/07/2024 13:22:49,03/07/2024 13:53:01
proj7,team11,stg,AMER,11/03/2024,341,Failure,04/07/2024 13:29:52,04/07/2024 13:37:39
proj60,team11,dev,AMER,09/04/2024,1972,Success,05/07/2024 14:15:16,05/07/2024 14:33:15
proj101,team2,prod,APAC,20/01/2024,2357,Failure,06/07/2024 13:40:54,06/07/2024 13:58:01
proj0,team20,stg,EMEA,29/01/2024,2928,Success,07/07/2024 14:06:03,07/07/2024 14:24:56
proj02,team8,dev,AMER,02/05/2024,1667,Success,08/07/2024 13:07:28,08/07/2024 14:03:39
proj407,team16,prod,APAC,25/01/2024,3568,Success,09/07/2024 13:44:34,09/07/2024 14:13:39
proj791,team12,dev,APAC,16/03/2024,734,Failure,10/07/2024 13:25:18,10/07/2024 14:03:48
proj26,team3,dev,APAC,29/01/2024,3830,Failure,11/07/2024 13:12:09,11/07/2024 13:40:38
proj2,team4,stg,EMEA,09/04/2024,3179,Failure,12/07/2024 13:53:34,12/07/2024 14:33:46
proj82,team11,prod,EMEA,14/05/2024,3166,Failure,13/07/2024 13:31:05,13/07/2024 13:34:44
proj251,team11,prod,AMER,13/02/2024,3532,Failure,14/07/2024 13:24:18,14/07/2024 13:35:29
proj85,team7,dev,APAC,15/04/2024,516,Success,15/07/2024 13:12:10,15/07/2024 14:10:30
proj90,team12,stg,APAC,21/06/2024,1521,Failure,16/07/2024 13:30:52,16/07/2024 14:23:11
proj2,team8,dev,APAC,07/05/2024,2326,Failure,17/07/2024 13:46:36,17/07/2024 14:24:59
proj9,team17,stg,APAC,13/05/2024,3267,Success,18/07/2024 13:20:01,18/07/2024 14:13:38
proj26,team10,stg,EMEA,16/05/2024,3707,Success,19/07/2024 13:41:47,19/07/2024 14:25:23
proj78,team8,prod,AMER,22/04/2024,2421,Failure,20/07/2024 13:45:59,20/07/2024 14:15:21
proj840,team16,stg,AMER,20/04/2024,3993,Failure,27/06/2024 13:21:54,27/06/2024 14:10:01
proj2,team3,stg,AMER,30/01/2024,3442,Success,28/06/2024 14:06:54,28/06/2024 14:24:42
proj159,team3,prod,EMEA,06/04/2024,3844,Success,29/06/2024 13:01:34,29/06/2024 13:36:05
proj854,team14,prod,AMER,17/01/2024,555,Success,30/06/2024 13:19:49,30/06/2024 14:15:17
proj40,team11,dev,EMEA,04/07/2024,1423,Failure,01/07/2024 12:46:32,01/07/2024 13:41:05
proj23,team17,prod,EMEA,27/05/2024,2650,Success,02/07/2024 13:34:47,02/07/2024 13:38:58
proj89,team12,dev,EMEA,29/04/2024,3339,Success,03/07/2024 12:53:53,03/07/2024 13:46:44
proj499,team19,prod,APAC,10/05/2024,3697,Success,04/07/2024 13:08:26,04/07/2024 13:58:29
proj5,team7,prod,AMER,15/05/2024,1041,Failure,05/07/2024 13:50:54,05/07/2024 14:19:52
proj155,team3,prod,AMER,22/01/2024,2180,Success,06/07/2024 13:48:49,06/07/2024 14:03:47
proj119,team1,prod,EMEA,08/02/2024,627,Success,07/07/2024 13:41:56,07/07/2024 14:11:29
proj171,team2,dev,APAC,07/07/2024,1842,Success,08/07/2024 12:49:43,08/07/2024 13:35:09
proj147,team14,stg,EMEA,28/02/2024,1938,Failure,09/07/2024 12:50:55,09/07/2024 13:44:49
proj768,team2,prod,APAC,25/04/2024,916,Success,10/07/2024 13:09:21,10/07/2024 13:46:34
proj2,team5,prod,AMER,01/03/2024,516,Success,11/07/2024 12:47:56,11/07/2024 13:36:30
proj8,team17,stg,AMER,02/03/2024,2494,Success,12/07/2024 13:25:09,12/07/2024 13:58:47
proj63,team15,prod,AMER,31/05/2024,1457,Failure,13/07/2024 13:29:57,13/07/2024 13:50:00
proj847,team5,stg,AMER,30/01/2024,3117,Success,14/07/2024 13:51:09,14/07/2024 14:10:07
proj657,team9,stg,EMEA,08/05/2024,3492,Success,15/07/2024 12:53:56,15/07/2024 13:39:02
proj90,team8,prod,APAC,18/05/2024,2207,Failure,16/07/2024 13:06:18,16/07/2024 13:59:11
proj1,team6,dev,APAC,11/07/2024,208,Success,17/07/2024 13:07:46,17/07/2024 13:46:12
proj738,team6,prod,EMEA,29/03/2024,1203,Success,18/07/2024 14:09:19,18/07/2024 14:22:26
proj1,team4,stg,EMEA,22/02/2024,1612,Success,19/07/2024 13:40:50,19/07/2024 14:07:50
proj34,team17,stg,AMER,21/03/2024,1407,Success,20/07/2024 13:46:08,20/07/2024 13:58:53
proj557,team18,dev,EMEA,03/06/2024,1014,Failure,27/06/2024 14:10:34,27/06/2024 14:22:18
proj37,team3,dev,AMER,17/06/2024,886,Success,28/06/2024 13:25:29,28/06/2024 13:39:42
proj6,team20,prod,EMEA,01/01/2024,429,Success,29/06/2024 13:47:24,29/06/2024 14:13:00
proj10,team4,prod,AMER,13/01/2024,3416,Success,30/06/2024 13:52:13,30/06/2024 14:10:03
proj25,team15,dev,AMER,20/01/2024,1807,Failure,01/07/2024 12:59:01,01/07/2024 13:39:42
proj6,team20,stg,APAC,06/03/2024,1815,Success,02/07/2024 13:45:07,02/07/2024 14:01:26
proj02,team20,dev,AMER,18/01/2024,2096,Success,03/07/2024 13:42:29,03/07/2024 14:06:49
proj69,team15,prod,APAC,01/03/2024,3221,Failure,04/07/2024 13:35:59,04/07/2024 14:03:31
proj693,team18,stg,AMER,23/05/2024,712,Failure,05/07/2024 13:35:04,05/07/2024 13:52:07
proj4,team15,dev,AMER,27/02/2024,1731,Success,06/07/2024 14:20:42,06/07/2024 14:20:57
proj067,team4,prod,APAC,21/06/2024,234,Success,07/07/2024 13:44:21,07/07/2024 14:15:10
proj19,team15,stg,EMEA,02/01/2024,1059,Success,08/07/2024 12:51:26,08/07/2024 13:34:25
proj678,team18,stg,EMEA,16/01/2024,3092,Failure,09/07/2024 13:39:45,09/07/2024 14:24:58
proj1,team9,stg,APAC,03/07/2024,571,Success,10/07/2024 13:56:51,10/07/2024 14:24:29
proj86,team9,prod,APAC,13/02/2024,2436,Failure,11/07/2024 13:07:47,11/07/2024 13:38:33
proj154,team4,dev,EMEA,29/03/2024,893,Success,12/07/2024 13:27:28,12/07/2024 14:00:15
proj85,team6,prod,EMEA,06/04/2024,1615,Success,13/07/2024 14:01:18,13/07/2024 14:23:38
proj87,team8,stg,EMEA,05/03/2024,31,Success,14/07/2024 13:58:32,14/07/2024 14:02:09
proj218,team19,prod,AMER,14/05/2024,2854,Failure,15/07/2024 13:46:09,15/07/2024 13:54:39
proj8,team9,stg,EMEA,12/05/2024,2387,Failure,16/07/2024 13:58:52,16/07/2024 14:08:09
proj984,team4,dev,EMEA,26/02/2024,3092,Failure,17/07/2024 13:12:16,17/07/2024 13:46:16
proj1,team10,prod,EMEA,26/04/2024,389,Success,18/07/2024 13:41:12,18/07/2024 14:12:18
proj1,team6,prod,APAC,18/02/2024,738,Failure,19/07/2024 12:48:06,19/07/2024 13:40:44
proj34,team1,stg,AMER,15/06/2024,2765,Success,20/07/2024 13:32:24,20/07/2024 13:53:23
proj8,team18,stg,EMEA,23/02/2024,2871,Success,27/06/2024 13:57:09,27/06/2024 14:23:10
proj41,team19,prod,APAC,01/07/2024,1647,Failure,28/06/2024 13:45:23,28/06/2024 14:31:34
proj8,team1,stg,APAC,29/04/2024,3421,Failure,29/06/2024 13:43:44,29/06/2024 13:49:09
proj0,team20,prod,EMEA,26/01/2024,2465,Failure,30/06/2024 13:15:06,30/06/2024 13:36:59
proj59,team12,prod,EMEA,02/07/2024,3430,Failure,01/07/2024 13:44:41,01/07/2024 14:07:37
proj52,team20,dev,APAC,30/03/2024,3427,Success,02/07/2024 13:25:38,02/07/2024 13:35:05
proj9,team18,prod,AMER,04/01/2024,3422,Success,03/07/2024 13:46:46,03/07/2024 14:00:23
proj54,team5,stg,EMEA,04/01/2024,113,Success,04/07/2024 14:00:25,04/07/2024 14:26:41
proj12,team7,dev,APAC,09/01/2024,260,Success,05/07/2024 13:12:31,05/07/2024 13:49:00
proj869,team10,dev,AMER,04/05/2024,1919,Failure,06/07/2024 13:26:39,06/07/2024 14:25:00
proj429,team19,prod,AMER,14/02/2024,3146,Failure,07/07/2024 12:48:19,07/07/2024 13:48:59
proj80,team6,dev,AMER,20/05/2024,2587,Failure,08/07/2024 13:43:54,08/07/2024 14:12:32
proj9,team17,stg,AMER,03/01/2024,2507,Failure,09/07/2024 13:55:11,09/07/2024 14:17:31
proj756,team8,stg,AMER,14/02/2024,1721,Success,10/07/2024 13:21:45,10/07/2024 13:49:10
proj241,team15,prod,AMER,26/04/2024,3941,Success,11/07/2024 13:18:08,11/07/2024 14:15:06
proj77,team9,prod,APAC,02/02/2024,52,Success,12/07/2024 13:43:45,12/07/2024 13:56:23
proj189,team9,stg,EMEA,19/03/2024,1689,Failure,13/07/2024 13:59:19,13/07/2024 14:08:14
proj1,team3,prod,APAC,09/06/2024,578,Success,14/07/2024 14:02:27,14/07/2024 14:18:56
proj5,team7,prod,EMEA,26/01/2024,1834,Success,15/07/2024 13:14:55,15/07/2024 14:04:09
proj91,team19,dev,EMEA,12/06/2024,2266,Failure,16/07/2024 13:15:43,16/07/2024 13:36:06
proj40,team20,stg,EMEA,23/05/2024,3637,Success,17/07/2024 14:06:51,17/07/2024 14:25:50
proj15,team1,prod,APAC,03/01/2024,1482,Success,18/07/2024 13:20:03,18/07/2024 13:38:45
proj150,team12,stg,AMER,15/06/2024,2948,Failure,19/07/2024 14:23:30,19/07/2024 14:23:43
proj285,team2,dev,AMER,06/06/2024,1532,Failure,20/07/2024 14:00:28,20/07/2024 14:01:21
proj99,team5,stg,AMER,13/03/2024,449,Failure,02/07/2024 14:21:30,02/07/2024 14:28:28
proj97,team2,dev,APAC,12/01/2024,2685,Failure,03/07/2024 13:54:18,03/07/2024 14:13:52
proj6,team16,stg,APAC,01/05/2024,2523,Failure,04/07/2024 13:31:39,04/07/2024 13:49:05
proj524,team2,prod,EMEA,09/01/2024,2011,Failure,05/07/2024 13:21:21,05/07/2024 14:05:39
proj82,team1,prod,APAC,23/05/2024,3058,Failure,06/07/2024 14:02:13,06/07/2024 14:28:13
proj3,team8,dev,APAC,09/06/2024,1701,Success,07/07/2024 13:36:42,07/07/2024 14:03:14
proj7,team5,prod,EMEA,20/01/2024,817,Success,08/07/2024 13:06:05,08/07/2024 13:43:03
proj94,team18,prod,APAC,01/03/2024,2543,Success,09/07/2024 14:00:12,09/07/2024 14:08:33
proj1,team11,prod,APAC,10/03/2024,3087,Success,10/07/2024 13:45:32,10/07/2024 13:51:44
proj334,team17,stg,EMEA,01/06/2024,1336,Failure,11/07/2024 13:46:21,11/07/2024 14:29:57
proj38,team18,stg,EMEA,11/05/2024,2061,Failure,12/07/2024 13:58:58,12/07/2024 14:32:12
proj287,team14,stg,EMEA,17/02/2024,2418,Success,13/07/2024 13:13:16,13/07/2024 13:52:05
proj1,team9,stg,AMER,04/03/2024,3758,Success,14/07/2024 13:52:49,14/07/2024 13:57:21
proj5,team12,stg,AMER,12/04/2024,3937,Success,15/07/2024 13:51:46,15/07/2024 13:53:31
proj075,team9,stg,AMER,29/05/2024,3509,Failure,16/07/2024 13:52:56,16/07/2024 14:33:11
proj7,team12,stg,AMER,06/06/2024,3989,Success,17/07/2024 13:21:29,17/07/2024 13:35:29
proj471,team8,dev,EMEA,06/03/2024,2271,Success,18/07/2024 13:28:47,18/07/2024 13:34:58
proj815,team1,prod,EMEA,03/03/2024,1490,Failure,19/07/2024 13:59:36,19/07/2024 14:00:24
proj8,team9,prod,EMEA,05/04/2024,2358,Success,20/07/2024 14:06:00,20/07/2024 14:27:13
proj864,team10,stg,EMEA,28/01/2024,1705,Failure,27/06/2024 13:18:38,27/06/2024 13:43:40
proj12,team14,dev,AMER,03/01/2024,573,Failure,28/06/2024 13:29:51,28/06/2024 13:55:42
proj7,team4,stg,AMER,30/01/2024,967,Success,29/06/2024 13:36:55,29/06/2024 14:31:07
proj7,team3,dev,APAC,16/03/2024,496,Failure,30/06/2024 14:20:43,30/06/2024 14:25:47
proj3,team16,stg,AMER,19/05/2024,217,Failure,01/07/2024 13:40:22,01/07/2024 14:01:40
proj491,team3,dev,AMER,08/04/2024,367,Failure,02/07/2024 13:26:13,02/07/2024 13:34:09
proj001,team4,stg,AMER,06/05/2024,2839,Failure,03/07/2024 13:35:52,03/07/2024 14:07:04
proj270,team19,stg,APAC,14/06/2024,1140,Success,04/07/2024 13:22:29,04/07/2024 14:00:32
proj5,team6,dev,AMER,06/01/2024,617,Failure,05/07/2024 13:42:35,05/07/2024 14:15:03
proj64,team9,stg,APAC,17/06/2024,3618,Failure,06/07/2024 14:11:44,06/07/2024 14:26:16
proj3,team20,prod,EMEA,04/01/2024,2316,Success,07/07/2024 13:13:07,07/07/2024 13:49:37
proj89,team15,dev,AMER,08/07/2024,3422,Success,08/07/2024 13:38:29,08/07/2024 13:59:20
proj7,team8,dev,AMER,22/02/2024,2317,Failure,09/07/2024 13:02:55,09/07/2024 13:58:21
proj72,team4,prod,EMEA,15/01/2024,3821,Success,10/07/2024 13:19:45,10/07/2024 13:40:02
proj336,team1,prod,APAC,18/04/2024,1958,Success,11/07/2024 13:27:44,11/07/2024 13:54:07
proj217,team2,dev,APAC,29/03/2024,2402,Failure,12/07/2024 13:31:04,12/07/2024 13:57:29
proj58,team6,dev,APAC,30/01/2024,3504,Success,13/07/2024 13:51:38,13/07/2024 14:33:52
proj8,team15,dev,APAC,24/06/2024,2782,Failure,14/07/2024 13:45:53,14/07/2024 14:15:29
proj305,team9,dev,AMER,27/04/2024,2869,Success,15/07/2024 14:07:54,15/07/2024 14:26:54
proj51,team2,dev,EMEA,11/02/2024,3090,Failure,16/07/2024 13:34:24,16/07/2024 14:19:54
proj2,team17,stg,AMER,04/04/2024,233,Failure,17/07/2024 13:35:42,17/07/2024 14:21:19
proj851,team18,dev,APAC,10/02/2024,3323,Success,18/07/2024 13:40:14,18/07/2024 13:42:22
proj960,team3,stg,EMEA,13/06/2024,3952,Success,19/07/2024 14:21:12,19/07/2024 14:23:45
proj448,team14,prod,APAC,19/01/2024,3451,Success,20/07/2024 13:57:28,20/07/2024 14:03:20
proj10,team17,prod,APAC,16/03/2024,2764,Success,27/06/2024 13:27:09,27/06/2024 14:25:08
proj227,team17,stg,APAC,15/05/2024,3678,Failure,28/06/2024 13:06:24,28/06/2024 13:51:58
proj183,team2,stg,APAC,14/03/2024,1173,Failure,29/06/2024 13:20:36,29/06/2024 13:40:18
proj680,team1,stg,EMEA,21/03/2024,1362,Success,30/06/2024 13:09:44,30/06/2024 13:38:40
proj2,team9,prod,APAC,23/01/2024,2669,Failure,01/07/2024 13:25:38,01/07/2024 14:12:59
proj6,team6,prod,APAC,23/02/2024,3139,Failure,02/07/2024 13:10:04,02/07/2024 13:58:26
proj6,team14,stg,EMEA,14/04/2024,1011,Failure,03/07/2024 13:25:20,03/07/2024 13:52:09
proj0,team4,stg,APAC,02/03/2024,1944,Failure,04/07/2024 12:55:02,04/07/2024 13:49:15
proj19,team9,dev,APAC,25/04/2024,1671,Success,05/07/2024 13:25:05,05/07/2024 13:47:52
proj1,team9,stg,EMEA,05/06/2024,2836,Success,06/07/2024 13:13:15,06/07/2024 14:11:56
proj822,team9,dev,APAC,02/06/2024,686,Success,07/07/2024 13:20:04,07/07/2024 13:58:59
proj94,team3,dev,EMEA,26/06/2024,1758,Failure,08/07/2024 14:12:03,08/07/2024 14:22:23
proj1,team1,stg,EMEA,25/05/2024,2019,Failure,09/07/2024 12:56:34,09/07/2024 13:51:03
proj202,team17,prod,AMER,28/01/2024,1720,Failure,10/07/2024 13:34:19,10/07/2024 14:26:45
proj081,team19,dev,EMEA,02/05/2024,1178,Failure,11/07/2024 12:47:48,11/07/2024 13:47:15
proj768,team15,stg,EMEA,27/05/2024,3632,Success,12/07/2024 14:17:18,12/07/2024 14:19:20
proj46,team8,prod,EMEA,04/05/2024,1578,Failure,13/07/2024 12:53:16,13/07/2024 13:44:16
proj8,team2,stg,APAC,12/06/2024,1151,Success,14/07/2024 13:35:04,14/07/2024 14:30:24
proj99,team15,prod,APAC,26/06/2024,1543,Failure,15/07/2024 13:48:08,15/07/2024 14:33:56
proj56,team3,stg,AMER,23/04/2024,872,Failure,16/07/2024 13:43:55,16/07/2024 13:59:36
proj6,team15,prod,EMEA,05/07/2024,948,Failure,17/07/2024 12:56:59,17/07/2024 13:48:47
proj6,team6,prod,EMEA,07/07/2024,2312,Success,18/07/2024 13:40:59,18/07/2024 14:03:08
proj90,team18,prod,APAC,25/01/2024,282,Success,19/07/2024 13:13:07,19/07/2024 13:39:15
proj5,team7,prod,EMEA,01/04/2024,2663,Success,20/07/2024 14:00:49,20/07/2024 14:16:56
proj2,team1,stg,APAC,13/02/2024,643,Failure,27/06/2024 13:46:59,27/06/2024 14:14:40
proj120,team10,dev,EMEA,27/03/2024,3432,Failure,28/06/2024 13:27:00,28/06/2024 14:13:42
proj4,team1,stg,EMEA,09/04/2024,3802,Success,29/06/2024 13:30:10,29/06/2024 13:38:59
proj06,team15,stg,AMER,10/07/2024,2549,Success,30/06/2024 13:47:08,30/06/2024 14:26:02
proj340,team20,stg,APAC,12/01/2024,84,Failure,01/07/2024 14:10:38,01/07/2024 14:20:19
proj3,team20,stg,EMEA,08/01/2024,2757,Success,02/07/2024 13:38:37,02/07/2024 13:52:30
proj45,team8,dev,EMEA,14/06/2024,566,Success,03/07/2024 13:11:27,03/07/2024 13:48:43
proj66,team10,prod,AMER,21/05/2024,2916,Failure,04/07/2024 13:06:41,04/07/2024 13:54:38
proj79,team6,stg,EMEA,17/03/2024,486,Failure,05/07/2024 13:24:15,05/07/2024 13:42:17
proj2,team10,stg,AMER,14/02/2024,189,Success,06/07/2024 13:14:07,06/07/2024 13:44:58
proj917,team3,dev,EMEA,16/06/2024,446,Failure,07/07/2024 13:20:06,07/07/2024 13:38:41
proj85,team10,dev,EMEA,10/05/2024,3307,Failure,08/07/2024 13:44:04,08/07/2024 13:46:25
proj141,team6,stg,EMEA,12/03/2024,1179,Success,09/07/2024 13:26:03,09/07/2024 13:49:29
proj425,team4,dev,APAC,28/02/2024,2523,Success,10/07/2024 13:18:15,10/07/2024 13:52:29
proj94,team10,dev,AMER,04/02/2024,2335,Failure,11/07/2024 13:35:41,11/07/2024 14:03:12
proj58,team5,dev,APAC,31/01/2024,2113,Success,12/07/2024 12:55:45,12/07/2024 13:51:59
proj2,team14,stg,APAC,09/07/2024,3960,Failure,13/07/2024 14:07:50,13/07/2024 14:16:25
proj3,team17,prod,EMEA,13/01/2024,1433,Failure,14/07/2024 13:46:25,14/07/2024 14:31:20
proj26,team5,dev,AMER,17/05/2024,2368,Success,15/07/2024 13:50:11,15/07/2024 13:51:52
proj35,team6,prod,AMER,29/03/2024,2697,Success,16/07/2024 13:43:01,16/07/2024 14:20:20
proj66,team16,prod,AMER,28/05/2024,3299,Failure,17/07/2024 13:16:27,17/07/2024 13:59:51
proj8,team18,stg,EMEA,01/02/2024,2566,Success,18/07/2024 13:32:01,18/07/2024 14:01:15
proj9,team8,dev,APAC,01/01/2024,3021,Success,19/07/2024 13:21:26,19/07/2024 13:42:46
proj9,team14,dev,EMEA,18/02/2024,1061,Success,20/07/2024 13:41:07,20/07/2024 13:54:37
proj198,team7,dev,APAC,05/04/2024,209,Success,27/06/2024 13:35:21,27/06/2024 14:02:32
proj865,team16,stg,APAC,02/04/2024,3032,Failure,28/06/2024 13:49:05,28/06/2024 14:04:34
proj6,team4,prod,APAC,30/06/2024,536,Success,29/06/2024 13:44:46,29/06/2024 14:31:20
proj617,team11,dev,AMER,12/03/2024,1175,Failure,30/06/2024 13:47:56,30/06/2024 14:07:42
proj6,team18,stg,AMER,07/05/2024,3533,Success,01/07/2024 13:44:18,01/07/2024 14:03:46
proj620,team3,stg,EMEA,09/04/2024,3557,Success,02/07/2024 12:58:20,02/07/2024 13:55:43
proj1,team15,dev,AMER,30/01/2024,2811,Failure,03/07/2024 13:04:59,03/07/2024 13:39:35
proj601,team4,prod,AMER,01/03/2024,643,Success,04/07/2024 13:14:55,04/07/2024 14:02:23
